Latitude,Longitude,Accident Frequency,Accident Severity,Road Type,Road Condition,Weather,Lighting,Speed Limit (km/h),Traffic Volume (vehicles/day),Road Curvature,Elevation & Gradient,Intersections,Pedestrian Activity,Road Signage,Guardrails,Accident Prone
-16.511336,30.789005,7,4,Rural Road,Poor,Rainy,Day,100,15194,Gentle,Low,1,Low,Present,Present,1
-18.293657,31.245556,9,2,Urban Road,Fair,Foggy,Day,80,7696,Sharp,Low,3,Low,Present,Present,0
-17.39559,31.007897,18,3,Urban Road,Poor,Clear,Day,80,26978,Straight,Low,5,Low,Present,Absent,1
-17.848075,31.690499,9,4,Urban Road,Good,Rainy,Day,50,11688,Straight,Medium,5,Low,Present,Present,1
-16.877911,31.412573,7,3,Urban Road,Fair,Clear,Day,90,10497,Straight,Low,0,Low,Present,Absent,0
-18.322969,31.925823,6,3,Urban Road,Good,Clear,Day,50,8739,Straight,High,5,High,Present,Absent,0
-16.848308,32.021952,10,4,Urban Road,Fair,Foggy,Day,50,19808,Moderate,Medium,1,Low,Present,Present,1
-17.021904,31.590976,3,5,Urban Road,Fair,Clear,Night,90,14014,Moderate,Low,4,Low,Present,Absent,1
-17.113032,31.047389,8,2,Urban Road,Good,Clear,Day,120,6789,Moderate,Low,4,High,Present,Present,0
-18.267882,30.612913,13,4,Highway,Good,Clear,Night,60,25670,Straight,Low,2,Low,Present,Present,1
-18.031866,32.347488,7,5,Urban Road,Poor,Clear,Day,70,19663,Straight,High,0,Low,Present,Absent,1
-17.278548,30.944382,9,3,Rural Road,Fair,Clear,Night,80,10952,Straight,Medium,2,Low,Absent,Present,0
-18.300998,30.538739,7,4,Urban Road,Good,Clear,Day,120,5757,Gentle,Low,0,Medium,Present,Present,1
-17.327301,32.472664,5,2,Urban Road,Poor,Foggy,Day,50,15709,Sharp,Medium,4,Medium,Absent,Present,1
-16.792413,31.616328,9,5,Highway,Poor,Clear,Night,100,24305,Sharp,Low,4,Low,Present,Present,1
-18.416003,31.443337,6,3,Urban Road,Poor,Rainy,Day,100,20308,Straight,Low,4,High,Absent,Present,0
-17.591581,31.663028,10,1,Urban Road,Fair,Clear,Day,60,22748,Sharp,High,5,Medium,Present,Present,0
-18.113628,30.596148,8,1,Urban Road,Fair,Clear,Day,110,11794,Sharp,High,3,Low,Absent,Present,1
-17.697584,32.151054,14,2,Urban Road,Good,Clear,Night,90,7308,Moderate,Low,0,Low,Present,Present,1
-16.850989,31.017405,7,4,Highway,Poor,Clear,Day,110,28477,Gentle,Medium,4,Medium,Present,Present,1
-18.350969,31.523354,9,2,Urban Road,Fair,Rainy,Night,70,9492,Moderate,Medium,1,Low,Present,Present,1
-17.634715,30.855212,14,2,Urban Road,Good,Clear,Night,70,20204,Straight,Medium,1,Low,Present,Present,1
-18.078913,32.486996,6,2,Highway,Fair,Rainy,Night,70,12790,Straight,Medium,5,Low,Present,Present,1
-18.225607,32.402461,9,5,Rural Road,Good,Rainy,Day,80,15574,Moderate,High,4,Medium,Present,Absent,1
-17.400333,32.350013,10,1,Highway,Good,Rainy,Day,70,4716,Straight,Low,3,Low,Present,Absent,0
-16.800762,30.754158,10,3,Highway,Good,Clear,Night,80,12995,Straight,High,0,Low,Present,Present,0
-17.416169,32.282893,7,1,Urban Road,Fair,Rainy,Day,80,15607,Straight,High,0,Medium,Present,Absent,0
-17.415943,30.811328,12,1,Highway,Fair,Foggy,Day,50,2640,Moderate,Low,2,Low,Absent,Absent,0
-18.447384,32.267568,6,1,Highway,Poor,Rainy,Day,90,23508,Straight,Low,1,Low,Present,Present,0
-17.607446,32.461555,8,4,Urban Road,Fair,Foggy,Day,70,20180,Straight,Medium,1,High,Present,Absent,1
-18.436105,30.774821,7,3,Urban Road,Good,Rainy,Day,110,5179,Moderate,High,0,Medium,Present,Present,1
-17.396344,30.948548,7,5,Highway,Fair,Clear,Night,70,9030,Straight,Low,2,Low,Present,Present,1
-16.745881,30.54385,11,2,Urban Road,Fair,Clear,Night,50,22951,Straight,Low,1,Low,Absent,Present,0
-18.424763,31.493749,7,2,Urban Road,Fair,Rainy,Day,110,18165,Straight,High,5,Low,Present,Present,1
-16.755549,32.375567,10,3,Highway,Poor,Rainy,Day,90,22053,Straight,Medium,1,Low,Present,Absent,0
-16.690916,32.322003,11,5,Urban Road,Poor,Rainy,Day,50,7909,Sharp,Low,0,Low,Present,Absent,1
-17.154455,30.664499,8,4,Urban Road,Good,Clear,Day,50,15431,Straight,High,3,Medium,Absent,Present,1
-18.367136,30.86321,8,1,Urban Road,Fair,Clear,Day,70,4303,Moderate,Medium,4,Low,Present,Absent,0
-17.714726,32.186087,12,4,Urban Road,Poor,Clear,Day,50,21936,Straight,Medium,5,Low,Present,Present,1
-18.016603,31.499121,11,2,Highway,Good,Clear,Night,90,10689,Straight,High,3,Low,Present,Present,1
-17.031978,30.8858,8,5,Urban Road,Poor,Clear,Night,110,29163,Sharp,High,4,Medium,Absent,Present,1
-17.42624,32.219067,15,4,Urban Road,Good,Clear,Night,60,18878,Straight,Medium,1,Medium,Present,Present,1
-16.727173,31.387773,17,2,Urban Road,Fair,Rainy,Day,60,15324,Straight,High,4,Low,Present,Present,1
-18.08026,31.08609,10,5,Rural Road,Fair,Clear,Day,80,19665,Straight,Low,4,High,Present,Absent,1
-18.142101,32.107431,10,1,Urban Road,Good,Rainy,Day,60,11179,Gentle,Low,3,High,Present,Present,0
-18.158192,30.737558,8,3,Highway,Poor,Clear,Day,50,11515,Straight,Low,0,Low,Present,Present,0
-18.338497,31.470909,13,4,Highway,Fair,Rainy,Night,50,19730,Straight,High,2,Low,Present,Present,1
-18.220531,32.169042,14,4,Urban Road,Poor,Rainy,Night,90,17017,Straight,Low,2,Medium,Present,Present,1
-17.34677,31.33621,8,3,Rural Road,Poor,Clear,Day,110,11311,Straight,Low,0,Low,Present,Present,0
-17.804952,31.282463,10,1,Rural Road,Poor,Clear,Night,80,7216,Straight,Low,1,High,Present,Present,0
-18.234632,31.68814,4,2,Highway,Poor,Clear,Day,110,12546,Straight,Medium,5,Low,Absent,Absent,0
-18.197237,30.882977,9,3,Urban Road,Fair,Clear,Day,120,10098,Straight,Low,2,Low,Absent,Present,0
-17.633901,32.495939,7,2,Urban Road,Good,Rainy,Day,110,28070,Straight,Low,5,Low,Present,Present,0
-17.150542,30.710852,12,1,Highway,Fair,Clear,Day,110,12611,Straight,Low,4,Low,Absent,Present,0
-18.357887,31.975073,6,3,Rural Road,Good,Rainy,Day,50,6313,Straight,Low,4,Low,Present,Present,0
-18.084302,32.119172,10,4,Rural Road,Good,Clear,Day,110,2375,Straight,Medium,1,Low,Present,Present,1
-17.526882,31.562385,7,3,Rural Road,Poor,Rainy,Night,60,3589,Straight,Medium,0,Low,Present,Absent,1
-18.006021,31.51526,9,2,Urban Road,Good,Rainy,Day,50,11161,Moderate,Low,5,Medium,Present,Absent,0
-16.523624,31.752826,10,1,Highway,Fair,Clear,Day,60,18982,Moderate,Low,1,Low,Present,Present,0
-17.924673,32.455249,11,5,Urban Road,Good,Clear,Night,60,20824,Gentle,Low,3,Low,Present,Absent,1
-17.539307,31.882086,6,5,Highway,Fair,Clear,Day,100,6387,Straight,Low,2,Low,Present,Present,1
-18.113487,31.501188,10,5,Urban Road,Good,Clear,Day,50,20763,Moderate,Low,2,Low,Present,Present,1
-17.498478,31.673628,15,2,Rural Road,Poor,Clear,Day,120,20785,Gentle,Low,3,Low,Present,Present,1
-18.073971,30.598618,11,2,Rural Road,Poor,Clear,Night,70,24242,Sharp,Low,0,Low,Present,Present,1
-17.274807,31.677907,8,1,Urban Road,Fair,Clear,Day,100,12533,Straight,Low,2,Low,Present,Absent,0
-16.666578,32.347081,8,5,Highway,Poor,Clear,Day,70,17871,Straight,High,3,Low,Present,Present,1
-17.907591,32.159453,15,2,Urban Road,Fair,Rainy,Day,100,23705,Moderate,Medium,3,Medium,Present,Present,1
-16.855517,31.837173,6,1,Urban Road,Fair,Clear,Night,50,13307,Straight,Low,2,Low,Present,Present,0
-17.970222,32.186395,10,4,Urban Road,Good,Clear,Day,110,25980,Straight,High,2,High,Absent,Absent,1
-16.913357,31.469318,11,4,Highway,Good,Rainy,Day,120,7415,Moderate,Medium,2,Low,Present,Absent,1
-16.847168,30.845742,12,4,Urban Road,Poor,Clear,Day,70,26043,Straight,Medium,4,Medium,Present,Present,1
-16.836684,31.497495,12,4,Urban Road,Good,Rainy,Day,120,2905,Straight,Low,1,Low,Present,Absent,1
-17.698703,31.853407,11,4,Highway,Good,Clear,Night,90,18322,Gentle,Low,5,High,Present,Present,1
-16.539658,31.581632,11,4,Highway,Fair,Clear,Night,60,17319,Straight,Low,3,Medium,Absent,Present,1
-17.916521,31.498591,10,1,Urban Road,Poor,Rainy,Day,60,27847,Straight,Low,3,Medium,Present,Absent,0
-18.37141,30.936605,6,2,Urban Road,Good,Clear,Day,60,11545,Straight,Medium,1,Low,Present,Present,0
-18.40783,30.60517,8,5,Highway,Good,Rainy,Day,100,10852,Sharp,Medium,0,Low,Present,Absent,1
-17.209178,30.83232,11,1,Urban Road,Poor,Rainy,Day,90,2127,Moderate,Medium,0,Medium,Present,Absent,1
-17.900941,32.326133,13,4,Urban Road,Fair,Clear,Day,100,23767,Sharp,High,1,Low,Present,Present,1
-17.723427,30.890714,11,2,Highway,Fair,Rainy,Day,110,11665,Moderate,Low,1,Low,Present,Absent,0
-18.018023,30.918911,9,5,Highway,Poor,Clear,Day,120,8602,Gentle,Low,1,Low,Present,Present,1
-17.535261,31.88404,13,5,Urban Road,Fair,Rainy,Night,120,14850,Moderate,High,2,Low,Present,Present,1
-17.970154,32.01311,16,3,Rural Road,Poor,Clear,Day,70,18728,Straight,Low,5,Low,Present,Present,1
-18.186223,32.275414,8,2,Urban Road,Fair,Clear,Day,50,29271,Straight,High,3,Low,Present,Absent,0
-18.216083,31.119848,13,5,Rural Road,Good,Clear,Night,70,8914,Straight,High,1,Medium,Present,Present,1
-17.604238,31.619189,6,4,Highway,Good,Foggy,Day,60,20753,Straight,High,0,Medium,Present,Present,1
-18.249041,31.601954,8,2,Urban Road,Poor,Rainy,Day,110,12761,Straight,Low,5,Low,Present,Present,0
-17.996911,31.188252,13,2,Highway,Poor,Clear,Night,90,14292,Straight,Low,0,Low,Present,Absent,1
-18.46653,32.019996,11,1,Urban Road,Fair,Rainy,Night,50,21252,Straight,Low,0,Low,Absent,Present,1
-18.078758,32.02395,13,4,Highway,Fair,Clear,Day,80,23885,Gentle,Low,2,Low,Absent,Present,1
-17.001792,31.812344,11,3,Highway,Good,Clear,Night,100,9422,Gentle,High,5,Medium,Present,Present,1
-17.710328,30.953715,9,4,Highway,Good,Clear,Day,80,2904,Straight,High,4,Medium,Absent,Present,1
-17.15628,31.424966,7,3,Urban Road,Good,Rainy,Day,120,16872,Moderate,Low,3,Low,Present,Absent,0
-16.816197,30.799491,4,2,Highway,Fair,Clear,Night,120,2602,Moderate,Low,2,Low,Present,Present,0
-17.035888,31.348957,9,1,Highway,Good,Clear,Night,120,6411,Gentle,Medium,1,Low,Absent,Absent,0
-17.767897,32.050924,9,3,Highway,Fair,Clear,Day,60,3417,Sharp,Low,5,Medium,Present,Absent,0
-16.895931,30.927581,10,4,Urban Road,Good,Clear,Day,70,28372,Straight,Medium,5,Low,Absent,Present,1
-18.389322,32.242452,9,3,Urban Road,Good,Clear,Day,50,25419,Moderate,Medium,3,Medium,Absent,Present,0
-17.588908,31.646884,6,5,Highway,Good,Clear,Night,100,17428,Straight,Low,3,Low,Present,Present,1
-16.625096,31.175523,10,3,Rural Road,Good,Clear,Night,100,20802,Straight,Low,5,Low,Present,Absent,0
-16.593706,31.025737,13,4,Urban Road,Good,Clear,Day,80,13631,Straight,Low,2,Medium,Absent,Present,1
-17.893787,31.653519,8,2,Highway,Good,Clear,Day,70,15232,Straight,High,2,Low,Present,Present,0
-16.821096,32.086218,16,2,Urban Road,Poor,Clear,Day,110,5197,Moderate,Medium,1,Low,Present,Absent,1
-18.083856,32.017844,9,4,Urban Road,Fair,Clear,Day,60,17376,Gentle,Low,1,Medium,Present,Present,1
-18.480148,30.791437,13,4,Highway,Good,Clear,Day,80,25396,Gentle,Low,0,Low,Present,Present,1
-18.404169,32.120085,9,1,Rural Road,Fair,Clear,Day,110,27053,Sharp,Medium,1,Low,Present,Present,0
-16.723256,31.613366,9,3,Urban Road,Fair,Foggy,Day,110,19020,Moderate,Low,3,Low,Present,Present,0
-18.448787,32.42553,16,3,Urban Road,Good,Clear,Night,100,14613,Gentle,Medium,3,High,Present,Present,1
-17.448605,31.065766,7,4,Rural Road,Good,Clear,Night,120,13723,Straight,Medium,1,Low,Absent,Present,1
-18.30656,31.31256,8,1,Urban Road,Good,Foggy,Day,80,17550,Straight,Medium,5,Medium,Absent,Present,0
-17.538279,31.026847,12,5,Urban Road,Poor,Clear,Day,100,3447,Straight,Medium,5,Medium,Present,Absent,1
-17.534781,31.422731,7,5,Urban Road,Good,Foggy,Day,70,2420,Straight,Low,4,Low,Present,Present,1
-17.578156,31.361068,11,3,Urban Road,Fair,Rainy,Day,60,21633,Gentle,Low,4,Low,Absent,Present,0
-18.162958,30.978917,13,2,Urban Road,Good,Clear,Day,90,18472,Straight,Low,3,Medium,Present,Present,1
-17.027979,30.813369,9,2,Highway,Poor,Rainy,Day,60,19620,Moderate,Low,5,Medium,Present,Present,1
-17.966039,30.882276,7,2,Highway,Poor,Clear,Day,90,14933,Gentle,Low,1,Medium,Present,Present,0
-17.217877,31.689206,11,5,Urban Road,Fair,Rainy,Night,90,11292,Straight,Low,5,Medium,Present,Present,1
-17.702729,32.308819,4,5,Highway,Poor,Clear,Day,70,12838,Straight,Low,1,Low,Present,Absent,1
-16.59849,31.106888,21,4,Rural Road,Good,Foggy,Day,60,29523,Straight,Low,5,Medium,Present,Present,1
-18.458883,32.095405,7,1,Urban Road,Good,Rainy,Day,110,18587,Sharp,Low,3,Low,Present,Absent,0
-16.716628,31.873863,8,4,Rural Road,Good,Rainy,Day,50,29143,Moderate,Low,5,High,Absent,Absent,1
-17.07401,32.018114,8,1,Highway,Good,Clear,Day,70,6348,Straight,Low,0,High,Present,Present,0
-17.733914,32.489253,13,4,Urban Road,Good,Rainy,Day,50,29189,Straight,Low,1,Low,Present,Present,1
-17.114235,31.240943,7,5,Urban Road,Good,Clear,Day,70,13598,Straight,Low,5,High,Absent,Absent,1
-17.580261,32.001251,16,3,Highway,Poor,Rainy,Day,60,11298,Straight,Low,3,Low,Present,Present,1
-16.684814,30.840291,8,2,Urban Road,Good,Clear,Day,60,10920,Straight,Low,3,Low,Present,Present,0
-17.304374,32.334109,12,5,Rural Road,Fair,Clear,Day,60,11758,Straight,High,1,Low,Present,Absent,1
-17.147692,31.300115,10,1,Urban Road,Fair,Clear,Day,80,26047,Straight,Low,1,Low,Present,Present,0
-16.733521,31.883846,14,5,Highway,Fair,Rainy,Day,120,4380,Moderate,Low,1,Medium,Present,Present,1
-17.194861,32.489281,7,3,Rural Road,Good,Clear,Night,100,11022,Straight,Low,0,Medium,Present,Present,0
-17.470415,31.832226,8,1,Highway,Fair,Clear,Day,90,29679,Straight,Low,1,Low,Present,Present,0
-18.139552,30.915912,12,1,Highway,Good,Rainy,Night,100,9887,Moderate,Low,1,Low,Present,Absent,1
-18.26008,31.620437,7,4,Urban Road,Poor,Clear,Day,60,10897,Sharp,Medium,0,Low,Present,Absent,1
-16.969113,31.023473,9,5,Urban Road,Fair,Rainy,Day,60,5551,Sharp,Low,1,Low,Present,Present,1
-18.004062,31.804158,9,2,Rural Road,Fair,Clear,Day,100,5629,Gentle,Low,3,Low,Present,Present,0
-17.14174,32.268228,10,1,Rural Road,Poor,Clear,Day,110,21822,Straight,High,4,High,Present,Present,1
-17.333355,32.088767,7,5,Highway,Good,Foggy,Day,60,8901,Moderate,Medium,5,Low,Present,Absent,1
-17.368517,32.347813,9,3,Urban Road,Fair,Clear,Day,70,11939,Straight,Medium,4,Low,Absent,Present,0
-18.395101,30.710803,11,5,Rural Road,Fair,Clear,Night,120,21774,Straight,High,4,High,Present,Absent,1
-16.770825,31.136921,14,2,Urban Road,Good,Rainy,Day,100,18773,Straight,Low,2,Medium,Absent,Present,1
-17.046441,31.704425,16,1,Urban Road,Good,Foggy,Day,110,28769,Sharp,Medium,2,Low,Absent,Present,1
-18.104977,32.250027,11,1,Highway,Fair,Clear,Day,100,5621,Straight,Medium,2,Low,Present,Present,0
-17.058142,32.396785,8,5,Rural Road,Good,Clear,Day,90,6024,Straight,Low,5,Medium,Absent,Present,1
-17.680665,31.424983,10,5,Highway,Good,Clear,Day,50,8562,Straight,Low,1,Low,Absent,Present,1
-17.021391,31.031332,6,1,Urban Road,Poor,Rainy,Night,120,26977,Moderate,High,1,Low,Present,Present,1
-18.426612,30.51213,5,4,Highway,Poor,Clear,Night,120,11091,Moderate,Low,5,Medium,Present,Present,1
-17.843472,31.060645,8,1,Urban Road,Poor,Rainy,Day,90,3349,Moderate,Low,2,Medium,Present,Present,1
-18.104995,30.542978,13,5,Highway,Poor,Rainy,Day,100,3507,Straight,High,0,Low,Absent,Present,1
-16.996961,32.480191,10,1,Highway,Fair,Rainy,Day,100,22746,Moderate,Low,0,Low,Present,Present,0
-18.272841,30.946711,6,3,Urban Road,Poor,Clear,Night,110,20101,Straight,High,3,Medium,Present,Present,1
-18.091862,31.657512,10,2,Urban Road,Good,Clear,Night,120,14686,Straight,Medium,5,Low,Present,Present,0
-17.277461,31.800909,7,5,Urban Road,Good,Rainy,Day,90,17964,Straight,Medium,1,Medium,Present,Absent,1
-16.910833,30.764001,6,5,Highway,Poor,Clear,Night,110,3414,Gentle,High,1,High,Present,Absent,1
-18.39772,31.536958,8,4,Highway,Fair,Rainy,Day,110,4409,Gentle,High,3,Low,Present,Present,1
-16.633565,31.332672,12,3,Urban Road,Good,Clear,Day,110,16052,Moderate,Medium,2,Low,Present,Present,0
-17.040903,31.365951,8,3,Rural Road,Good,Clear,Day,80,17041,Sharp,Low,2,Low,Present,Absent,0
-18.414015,32.013689,5,4,Urban Road,Fair,Clear,Night,100,22763,Moderate,Medium,3,Low,Present,Absent,1
-17.430026,32.183911,8,3,Highway,Poor,Clear,Night,120,2695,Gentle,Low,4,Low,Present,Present,0
-16.997502,31.517112,12,5,Highway,Poor,Rainy,Night,70,18123,Straight,Low,5,Low,Present,Present,1
-18.414675,30.83554,10,1,Urban Road,Poor,Clear,Day,60,12641,Straight,Medium,0,Low,Present,Present,0
-18.232017,30.514828,12,1,Rural Road,Good,Rainy,Day,120,29112,Gentle,Medium,0,Low,Present,Present,0
-17.413466,30.616143,9,5,Urban Road,Good,Clear,Day,90,22670,Straight,Low,0,Medium,Present,Present,1
-16.565672,32.292347,14,1,Urban Road,Good,Clear,Day,120,15396,Straight,Low,1,Low,Present,Absent,1
-17.282584,31.316288,6,2,Rural Road,Good,Rainy,Day,60,18084,Gentle,Medium,5,Low,Present,Present,0
-17.877182,32.008099,9,1,Rural Road,Good,Clear,Day,50,25946,Straight,Low,4,Medium,Present,Present,0
-18.008867,30.51982,14,4,Rural Road,Good,Clear,Day,100,18880,Straight,Low,0,Low,Present,Present,1
-16.765843,31.760868,12,4,Urban Road,Fair,Clear,Day,120,25469,Sharp,Medium,3,Low,Present,Present,1
-17.917393,32.404158,8,5,Urban Road,Good,Rainy,Day,60,22283,Straight,Low,0,Low,Present,Absent,1
-18.242109,31.748325,13,4,Urban Road,Good,Rainy,Day,110,8390,Straight,Medium,1,Medium,Present,Present,1
-16.575538,31.833385,11,4,Urban Road,Good,Rainy,Day,80,28473,Straight,Low,3,Medium,Present,Absent,1
-16.83334,32.315667,10,3,Highway,Fair,Foggy,Day,110,15301,Straight,Low,2,Medium,Present,Present,0
-16.63316,31.8481,8,5,Highway,Good,Clear,Day,50,21978,Straight,High,0,Low,Absent,Present,1
-17.865489,31.692017,13,4,Highway,Fair,Rainy,Day,120,5068,Straight,Low,3,Low,Absent,Absent,1
-17.90809,32.209345,11,5,Urban Road,Poor,Clear,Day,120,21225,Gentle,Medium,3,High,Absent,Present,1
-17.240649,31.242234,10,1,Rural Road,Fair,Clear,Day,110,14287,Straight,Low,3,Low,Present,Absent,0
-16.885449,31.768236,11,1,Highway,Poor,Clear,Day,90,23928,Gentle,Low,2,Low,Present,Present,0
-17.03727,31.729769,10,4,Urban Road,Poor,Rainy,Day,90,4227,Straight,Low,2,Low,Present,Absent,1
-17.346599,30.983651,9,4,Urban Road,Good,Clear,Day,120,28031,Straight,Medium,1,Medium,Present,Present,1
-18.060249,30.644417,13,1,Highway,Good,Rainy,Night,100,16082,Straight,Medium,1,Medium,Present,Present,1
-17.694953,31.59145,11,5,Urban Road,Good,Clear,Day,90,28588,Moderate,Medium,2,Low,Absent,Absent,1
-17.32055,31.04371,10,3,Highway,Good,Clear,Day,100,28061,Moderate,Medium,5,Low,Present,Present,0
-18.210419,30.627311,11,2,Highway,Good,Rainy,Day,110,7624,Sharp,Medium,3,Medium,Absent,Present,0
-18.272795,32.023115,12,1,Urban Road,Fair,Clear,Day,70,20151,Gentle,Low,4,Low,Present,Present,0
-17.42203,31.309713,12,4,Urban Road,Fair,Foggy,Day,120,16324,Straight,Medium,5,Low,Present,Present,1
-18.351564,31.939793,9,1,Urban Road,Good,Rainy,Day,60,14306,Moderate,Medium,3,Medium,Present,Present,0
-18.025357,30.572661,11,5,Urban Road,Good,Rainy,Day,100,3796,Moderate,Low,3,Low,Absent,Present,1
-17.971624,32.16711,13,2,Rural Road,Fair,Clear,Day,70,9659,Gentle,High,3,Low,Present,Absent,1
-17.113096,32.477118,9,3,Urban Road,Fair,Clear,Night,70,12402,Sharp,Low,1,Low,Present,Present,0
-17.413727,32.422466,11,5,Highway,Fair,Clear,Day,70,7323,Straight,Low,3,High,Present,Absent,1
-17.756826,30.636318,11,4,Highway,Fair,Clear,Day,70,21192,Gentle,Medium,2,Low,Present,Present,1
-17.519961,31.589687,12,4,Urban Road,Good,Clear,Day,60,26443,Gentle,Medium,3,Medium,Present,Absent,1
-17.29681,32.068676,8,1,Urban Road,Good,Rainy,Day,70,21009,Straight,High,1,Low,Present,Present,0
-17.18294,31.515067,9,3,Urban Road,Fair,Clear,Day,70,6989,Straight,Medium,2,Low,Present,Present,0
-16.9934,31.280503,11,5,Highway,Fair,Clear,Night,80,28658,Gentle,Medium,3,Low,Present,Present,1
-17.677601,32.250144,6,4,Rural Road,Poor,Clear,Day,60,8917,Gentle,Low,1,Medium,Present,Present,1
-18.280005,31.607222,11,2,Rural Road,Good,Clear,Day,80,12683,Moderate,High,5,Low,Present,Present,0
-16.652298,32.267843,7,3,Urban Road,Good,Clear,Day,90,2281,Straight,Low,0,Low,Present,Present,0
-16.541361,31.369822,9,5,Rural Road,Good,Clear,Day,70,8108,Straight,High,4,Low,Present,Absent,1
-18.090807,31.72883,10,1,Highway,Fair,Clear,Day,50,25099,Straight,Low,4,Medium,Absent,Present,0
-17.338217,32.239284,8,1,Urban Road,Good,Foggy,Night,110,20357,Moderate,Low,2,Medium,Present,Present,1
-18.121508,31.892653,11,5,Urban Road,Good,Clear,Day,110,2276,Straight,Medium,5,Low,Absent,Present,1
-18.224327,32.061478,12,3,Rural Road,Good,Clear,Day,110,15419,Straight,Low,3,Low,Present,Present,0
-17.965509,30.981381,9,5,Rural Road,Fair,Clear,Day,60,24347,Moderate,Low,4,Low,Present,Present,1
-18.253008,31.466951,12,3,Highway,Fair,Foggy,Night,80,11568,Straight,Medium,0,Low,Present,Present,1
-18.076239,30.942761,6,1,Rural Road,Good,Rainy,Day,70,2674,Straight,Low,3,Medium,Absent,Present,0
-18.143559,31.507883,8,5,Rural Road,Fair,Clear,Night,80,25892,Straight,Low,3,Medium,Present,Absent,1
-16.735842,31.155409,10,4,Rural Road,Fair,Foggy,Night,100,22240,Gentle,Medium,1,Low,Present,Present,1
-17.972553,31.744759,9,3,Rural Road,Poor,Clear,Night,110,24895,Straight,High,4,Low,Present,Present,1
-18.325688,31.585824,8,5,Urban Road,Good,Clear,Day,110,5098,Moderate,Medium,5,Low,Present,Present,1
-18.473746,32.455422,11,1,Urban Road,Good,Rainy,Day,90,23225,Straight,Low,2,Low,Absent,Present,0
-17.275747,32.265282,13,3,Urban Road,Good,Clear,Night,120,12117,Straight,Low,2,Low,Absent,Present,1
-17.490375,32.262629,5,3,Rural Road,Good,Clear,Day,100,27120,Straight,High,3,Low,Present,Present,1
-17.649056,31.263567,18,3,Urban Road,Good,Clear,Night,50,4288,Moderate,High,3,Low,Present,Present,1
-17.803017,31.148922,12,2,Highway,Good,Rainy,Day,120,12904,Moderate,Medium,2,Medium,Present,Present,0
-16.697731,31.237865,3,2,Urban Road,Fair,Rainy,Day,80,4100,Moderate,Medium,2,Low,Present,Absent,0
-18.221159,31.895019,14,1,Highway,Fair,Clear,Day,90,25007,Straight,Low,0,Medium,Present,Present,1
-17.680501,31.207716,8,5,Urban Road,Fair,Clear,Day,110,21978,Gentle,High,1,Low,Present,Absent,1
-18.384341,30.855501,9,5,Highway,Fair,Clear,Day,120,25171,Gentle,Low,2,Low,Present,Absent,1
-17.218893,31.193937,20,3,Urban Road,Fair,Rainy,Day,50,9706,Gentle,Low,3,Low,Present,Present,1
-16.551782,32.475677,7,1,Highway,Good,Clear,Day,80,21765,Straight,Medium,0,Medium,Present,Present,0
-16.505776,31.32241,4,5,Highway,Good,Clear,Day,90,23991,Straight,Low,4,Medium,Present,Present,1
-16.986791,30.592181,13,5,Highway,Poor,Clear,Day,50,9845,Moderate,Medium,4,Low,Present,Present,1
-16.675071,31.95538,10,2,Highway,Good,Clear,Night,60,25429,Straight,Low,0,Low,Present,Absent,0
-18.105013,31.326392,7,4,Urban Road,Good,Clear,Day,70,23307,Gentle,Medium,5,Low,Present,Present,1
-16.948708,31.689821,13,2,Urban Road,Good,Clear,Day,120,9396,Sharp,High,0,Medium,Present,Present,1
-16.746494,31.552512,14,5,Highway,Fair,Clear,Day,60,8631,Sharp,Medium,2,Low,Present,Present,1
-16.58613,31.753561,15,2,Urban Road,Good,Rainy,Night,80,12541,Straight,High,4,Low,Present,Present,1
-16.558337,32.206736,9,3,Urban Road,Fair,Clear,Night,120,15970,Gentle,Medium,5,High,Present,Present,0
-16.715156,32.333337,11,4,Urban Road,Fair,Rainy,Day,70,6609,Straight,Low,1,Low,Present,Present,1
-16.817454,30.967421,10,5,Urban Road,Fair,Rainy,Day,50,16951,Gentle,Low,0,Low,Present,Present,1
-18.390429,30.719493,9,1,Highway,Good,Rainy,Day,60,17422,Straight,Low,0,Medium,Absent,Absent,0
-16.965783,32.097222,5,2,Rural Road,Good,Clear,Day,50,25140,Moderate,Medium,0,Low,Absent,Absent,0
-18.401919,30.842392,11,4,Urban Road,Fair,Rainy,Day,80,23195,Sharp,Medium,0,Medium,Present,Absent,1
-17.916395,31.936201,9,1,Urban Road,Good,Clear,Day,90,27183,Moderate,Low,2,Low,Absent,Present,0
-16.52999,31.881222,8,3,Urban Road,Poor,Clear,Day,60,22386,Straight,High,5,Low,Absent,Absent,0
-18.078019,31.805864,8,1,Urban Road,Poor,Clear,Day,50,6756,Gentle,Medium,5,High,Absent,Present,0
-17.364562,32.359712,6,4,Highway,Fair,Clear,Day,90,5633,Sharp,Low,0,Low,Present,Absent,1
-17.900279,31.902817,12,5,Urban Road,Good,Clear,Night,50,21885,Straight,Low,2,Low,Present,Present,1
-17.744289,32.22074,15,2,Highway,Fair,Clear,Day,120,16378,Straight,Medium,0,Low,Present,Present,1
-17.103423,31.806471,13,5,Rural Road,Fair,Rainy,Day,60,27415,Straight,Low,4,Medium,Present,Present,1
-18.213573,31.978068,13,3,Urban Road,Good,Clear,Day,100,27014,Sharp,Low,1,High,Absent,Present,1
